Webtoon	Most to Least Similar
Marry_My_Husband	Trash_Belongs_in_the_Trash_Can!	Sixth_Sense_Kiss	Phase	Blood_Reverie	Maybe_Meant_to_Be	Unlovable_Replacement	Down_To_Earth	For_My_Derelict_Favorite	True_Beauty	The_First_Night_With_the_Duke	My_S-Class_Hunters	Be_My_Villain	Reunion	My_Gently_Raised_Beast	LUMINE	Operation:_True_Love	The_Lazy_Lord_Masters_the_Sword	Jackson's_Diary	The_RUNWAY	High_Class_Homos	Villain_to_Kill	My_In-Laws_are_Obsessed_with_Me	+99_Reinforced_Wooden_Stick	Omniscient_Reader	DARK_MOON:_THE_BLOOD_ALTAR	Homesick	Leveling_Up_My_Husband_to_the_Max	Eaternal_Nocturnal	Suitor_Armor	Love_Me_to_Death	Not_Even_Bones	Eleceed	Death:_Rescheduled	Boyfriends.	Like_Wind_on_a_Dry_Branch	Castle_Swimmer	The_God_of_High_School	1HP_Club	The_Kiss_Bet	Everything_is_Fine	The_Advanced_Player_of_the_Tutorial_Tower	Return_to_Player	The_World_After_the_Fall	Lore_Olympus	Nice_To_Meet_You	Batman:_Wayne_Family_Adventures	unOrdinary
Phase	Blood_Reverie	Marry_My_Husband	Be_My_Villain	Unlovable_Replacement	Sixth_Sense_Kiss	Down_To_Earth	Maybe_Meant_to_Be	Trash_Belongs_in_the_Trash_Can!	True_Beauty	Homesick	Villain_to_Kill	My_S-Class_Hunters	Jackson's_Diary	For_My_Derelict_Favorite	+99_Reinforced_Wooden_Stick	LUMINE	Reunion	My_Gently_Raised_Beast	Eaternal_Nocturnal	Operation:_True_Love	The_First_Night_With_the_Duke	Eleceed	The_Lazy_Lord_Masters_the_Sword	Omniscient_Reader	Love_Me_to_Death	Boyfriends.	DARK_MOON:_THE_BLOOD_ALTAR	Death:_Rescheduled	Suitor_Armor	High_Class_Homos	The_God_of_High_School	My_In-Laws_are_Obsessed_with_Me	The_RUNWAY	1HP_Club	Leveling_Up_My_Husband_to_the_Max	Not_Even_Bones	Castle_Swimmer	The_Advanced_Player_of_the_Tutorial_Tower	Return_to_Player	Everything_is_Fine	The_Kiss_Bet	Like_Wind_on_a_Dry_Branch	The_World_After_the_Fall	Nice_To_Meet_You	Batman:_Wayne_Family_Adventures	Lore_Olympus	unOrdinary
Return_to_Player	+99_Reinforced_Wooden_Stick	The_Advanced_Player_of_the_Tutorial_Tower	Omniscient_Reader	The_World_After_the_Fall	The_God_of_High_School	1HP_Club	Villain_to_Kill	The_Lazy_Lord_Masters_the_Sword	For_My_Derelict_Favorite	Phase	Suitor_Armor	Castle_Swimmer	My_S-Class_Hunters	Death:_Rescheduled	Homesick	Blood_Reverie	Maybe_Meant_to_Be	Be_My_Villain	Down_To_Earth	Love_Me_to_Death	DARK_MOON:_THE_BLOOD_ALTAR	The_First_Night_With_the_Duke	Eleceed	My_Gently_Raised_Beast	Eaternal_Nocturnal	Marry_My_Husband	Leveling_Up_My_Husband_to_the_Max	Not_Even_Bones	True_Beauty	My_In-Laws_are_Obsessed_with_Me	Trash_Belongs_in_the_Trash_Can!	Unlovable_Replacement	Like_Wind_on_a_Dry_Branch	Everything_is_Fine	Jackson's_Diary	Sixth_Sense_Kiss	High_Class_Homos	Reunion	LUMINE	Batman:_Wayne_Family_Adventures	Boyfriends.	unOrdinary	Operation:_True_Love	The_RUNWAY	Nice_To_Meet_You	The_Kiss_Bet	Lore_Olympus
The_Lazy_Lord_Masters_the_Sword	For_My_Derelict_Favorite	Suitor_Armor	+99_Reinforced_Wooden_Stick	Maybe_Meant_to_Be	My_Gently_Raised_Beast	Blood_Reverie	Marry_My_Husband	The_God_of_High_School	Villain_to_Kill	Like_Wind_on_a_Dry_Branch	Phase	The_First_Night_With_the_Duke	Down_To_Earth	Omniscient_Reader	Unlovable_Replacement	Jackson's_Diary	Sixth_Sense_Kiss	My_In-Laws_are_Obsessed_with_Me	DARK_MOON:_THE_BLOOD_ALTAR	Castle_Swimmer	My_S-Class_Hunters	True_Beauty	Leveling_Up_My_Husband_to_the_Max	High_Class_Homos	Be_My_Villain	Trash_Belongs_in_the_Trash_Can!	Eleceed	The_Advanced_Player_of_the_Tutorial_Tower	Homesick	Eaternal_Nocturnal	Love_Me_to_Death	1HP_Club	Reunion	LUMINE	Death:_Rescheduled	Not_Even_Bones	Return_to_Player	The_World_After_the_Fall	Operation:_True_Love	Boyfriends.	Everything_is_Fine	The_RUNWAY	The_Kiss_Bet	Nice_To_Meet_You	Batman:_Wayne_Family_Adventures	Lore_Olympus	unOrdinary
Nice_To_Meet_You	True_Beauty	Phase	My_S-Class_Hunters	Maybe_Meant_to_Be	Homesick	Unlovable_Replacement	Everything_is_Fine	Down_To_Earth	Blood_Reverie	Boyfriends.	Marry_My_Husband	Trash_Belongs_in_the_Trash_Can!	+99_Reinforced_Wooden_Stick	Villain_to_Kill	DARK_MOON:_THE_BLOOD_ALTAR	Eaternal_Nocturnal	The_First_Night_With_the_Duke	LUMINE	Eleceed	Jackson's_Diary	The_Lazy_Lord_Masters_the_Sword	My_Gently_Raised_Beast	Suitor_Armor	1HP_Club	Sixth_Sense_Kiss	Not_Even_Bones	The_God_of_High_School	Be_My_Villain	High_Class_Homos	Love_Me_to_Death	Omniscient_Reader	For_My_Derelict_Favorite	Death:_Rescheduled	Castle_Swimmer	Reunion	Operation:_True_Love	The_Advanced_Player_of_the_Tutorial_Tower	The_RUNWAY	Lore_Olympus	The_Kiss_Bet	My_In-Laws_are_Obsessed_with_Me	Return_to_Player	Like_Wind_on_a_Dry_Branch	Batman:_Wayne_Family_Adventures	Leveling_Up_My_Husband_to_the_Max	The_World_After_the_Fall	unOrdinary
Everything_is_Fine	Love_Me_to_Death	1HP_Club	Maybe_Meant_to_Be	Homesick	DARK_MOON:_THE_BLOOD_ALTAR	Down_To_Earth	Eaternal_Nocturnal	Boyfriends.	The_First_Night_With_the_Duke	True_Beauty	Unlovable_Replacement	My_S-Class_Hunters	Blood_Reverie	Reunion	+99_Reinforced_Wooden_Stick	Suitor_Armor	Phase	High_Class_Homos	Villain_to_Kill	My_Gently_Raised_Beast	Not_Even_Bones	Jackson's_Diary	Castle_Swimmer	Trash_Belongs_in_the_Trash_Can!	The_God_of_High_School	Marry_My_Husband	The_Lazy_Lord_Masters_the_Sword	Be_My_Villain	Sixth_Sense_Kiss	For_My_Derelict_Favorite	Eleceed	LUMINE	The_Kiss_Bet	Death:_Rescheduled	Nice_To_Meet_You	Omniscient_Reader	Lore_Olympus	Operation:_True_Love	Return_to_Player	My_In-Laws_are_Obsessed_with_Me	Like_Wind_on_a_Dry_Branch	The_Advanced_Player_of_the_Tutorial_Tower	unOrdinary	The_RUNWAY	Leveling_Up_My_Husband_to_the_Max	The_World_After_the_Fall	Batman:_Wayne_Family_Adventures
Love_Me_to_Death	Blood_Reverie	For_My_Derelict_Favorite	The_First_Night_With_the_Duke	Phase	Everything_is_Fine	Maybe_Meant_to_Be	1HP_Club	Homesick	Unlovable_Replacement	Marry_My_Husband	Reunion	Suitor_Armor	Villain_to_Kill	Trash_Belongs_in_the_Trash_Can!	DARK_MOON:_THE_BLOOD_ALTAR	Eaternal_Nocturnal	Be_My_Villain	+99_Reinforced_Wooden_Stick	Sixth_Sense_Kiss	My_Gently_Raised_Beast	Omniscient_Reader	My_In-Laws_are_Obsessed_with_Me	Castle_Swimmer	The_Lazy_Lord_Masters_the_Sword	Death:_Rescheduled	Down_To_Earth	Boyfriends.	True_Beauty	My_S-Class_Hunters	High_Class_Homos	Not_Even_Bones	The_God_of_High_School	LUMINE	The_RUNWAY	Jackson's_Diary	Operation:_True_Love	Leveling_Up_My_Husband_to_the_Max	Like_Wind_on_a_Dry_Branch	Lore_Olympus	The_Kiss_Bet	Return_to_Player	Eleceed	The_World_After_the_Fall	The_Advanced_Player_of_the_Tutorial_Tower	Nice_To_Meet_You	Batman:_Wayne_Family_Adventures	unOrdinary
Leveling_Up_My_Husband_to_the_Max	For_My_Derelict_Favorite	My_In-Laws_are_Obsessed_with_Me	Like_Wind_on_a_Dry_Branch	Suitor_Armor	The_First_Night_With_the_Duke	Marry_My_Husband	My_Gently_Raised_Beast	The_Lazy_Lord_Masters_the_Sword	Blood_Reverie	Omniscient_Reader	Maybe_Meant_to_Be	Phase	My_S-Class_Hunters	Unlovable_Replacement	Sixth_Sense_Kiss	Trash_Belongs_in_the_Trash_Can!	The_RUNWAY	Villain_to_Kill	+99_Reinforced_Wooden_Stick	Love_Me_to_Death	Down_To_Earth	Castle_Swimmer	Death:_Rescheduled	Homesick	Reunion	Be_My_Villain	The_World_After_the_Fall	Not_Even_Bones	LUMINE	Eleceed	The_God_of_High_School	The_Advanced_Player_of_the_Tutorial_Tower	High_Class_Homos	DARK_MOON:_THE_BLOOD_ALTAR	True_Beauty	Return_to_Player	Operation:_True_Love	Eaternal_Nocturnal	Jackson's_Diary	1HP_Club	Everything_is_Fine	Boyfriends.	The_Kiss_Bet	Batman:_Wayne_Family_Adventures	Nice_To_Meet_You	Lore_Olympus	unOrdinary
Homesick	Unlovable_Replacement	Villain_to_Kill	Phase	My_Gently_Raised_Beast	DARK_MOON:_THE_BLOOD_ALTAR	Death:_Rescheduled	Be_My_Villain	For_My_Derelict_Favorite	True_Beauty	Jackson's_Diary	Maybe_Meant_to_Be	Eaternal_Nocturnal	My_S-Class_Hunters	+99_Reinforced_Wooden_Stick	Down_To_Earth	1HP_Club	Blood_Reverie	Not_Even_Bones	Trash_Belongs_in_the_Trash_Can!	Eleceed	Castle_Swimmer	Marry_My_Husband	Omniscient_Reader	Reunion	The_First_Night_With_the_Duke	Love_Me_to_Death	LUMINE	Operation:_True_Love	Everything_is_Fine	Sixth_Sense_Kiss	The_Lazy_Lord_Masters_the_Sword	Suitor_Armor	My_In-Laws_are_Obsessed_with_Me	The_God_of_High_School	Boyfriends.	High_Class_Homos	The_Kiss_Bet	Leveling_Up_My_Husband_to_the_Max	Return_to_Player	The_World_After_the_Fall	Batman:_Wayne_Family_Adventures	The_RUNWAY	Like_Wind_on_a_Dry_Branch	Nice_To_Meet_You	The_Advanced_Player_of_the_Tutorial_Tower	Lore_Olympus	unOrdinary
My_S-Class_Hunters	Villain_to_Kill	Maybe_Meant_to_Be	The_First_Night_With_the_Duke	Marry_My_Husband	Phase	Trash_Belongs_in_the_Trash_Can!	The_God_of_High_School	+99_Reinforced_Wooden_Stick	True_Beauty	Down_To_Earth	Blood_Reverie	Sixth_Sense_Kiss	Omniscient_Reader	My_Gently_Raised_Beast	LUMINE	Homesick	Unlovable_Replacement	For_My_Derelict_Favorite	Be_My_Villain	The_Advanced_Player_of_the_Tutorial_Tower	Suitor_Armor	Eleceed	DARK_MOON:_THE_BLOOD_ALTAR	Death:_Rescheduled	My_In-Laws_are_Obsessed_with_Me	The_Lazy_Lord_Masters_the_Sword	Jackson's_Diary	Not_Even_Bones	Castle_Swimmer	Reunion	High_Class_Homos	The_RUNWAY	Boyfriends.	Leveling_Up_My_Husband_to_the_Max	Love_Me_to_Death	Operation:_True_Love	Everything_is_Fine	Eaternal_Nocturnal	1HP_Club	The_World_After_the_Fall	Like_Wind_on_a_Dry_Branch	Batman:_Wayne_Family_Adventures	Return_to_Player	Nice_To_Meet_You	The_Kiss_Bet	Lore_Olympus	unOrdinary
