Webtoon	Most to Least Similar
Marry_My_Husband	Trash_Belongs_in_the_Trash_Can!	Sixth_Sense_Kiss	To_The_Stars_and_Back	Phase	Unlovable_Replacement	Blood_Reverie	Maybe_Meant_to_Be	Reunion	Operation:_True_Love	My_Gently_Raised_Beast	The_RUNWAY	For_My_Derelict_Favorite	Jackson's_Diary	Eaternal_Nocturnal	Down_To_Earth	Be_My_Villain	LUMINE	High_Class_Homos	My_S-Class_Hunters	Leveling_Up_My_Husband_to_the_Max	The_Lazy_Lord_Masters_the_Sword	True_Beauty	Suitor_Armor	Not_Even_Bones	Nice_To_Meet_You	The_First_Night_With_the_Duke	Homesick	Love_Me_to_Death	Omniscient_Reader	Boyfriends.	+99_Reinforced_Wooden_Stick	DARK_MOON:_THE_BLOOD_ALTAR	The_God_of_High_School	My_In-Laws_are_Obsessed_with_Me	Villain_to_Kill	Castle_Swimmer	Death:_Rescheduled	Eleceed	Like_Wind_on_a_Dry_Branch	Everything_is_Fine	1HP_Club	The_Kiss_Bet	Return_to_Player	The_World_After_the_Fall	The_Advanced_Player_of_the_Tutorial_Tower	Lore_Olympus	unOrdinary	Batman:_Wayne_Family_Adventures
To_The_Stars_and_Back	Marry_My_Husband	Trash_Belongs_in_the_Trash_Can!	Phase	Sixth_Sense_Kiss	Blood_Reverie	Maybe_Meant_to_Be	LUMINE	Unlovable_Replacement	Eaternal_Nocturnal	Down_To_Earth	Boyfriends.	Operation:_True_Love	Jackson's_Diary	Reunion	My_Gently_Raised_Beast	High_Class_Homos	Be_My_Villain	True_Beauty	Nice_To_Meet_You	Homesick	1HP_Club	The_Lazy_Lord_Masters_the_Sword	For_My_Derelict_Favorite	Not_Even_Bones	Suitor_Armor	The_RUNWAY	Eleceed	The_God_of_High_School	+99_Reinforced_Wooden_Stick	Love_Me_to_Death	My_S-Class_Hunters	Everything_is_Fine	The_First_Night_With_the_Duke	Leveling_Up_My_Husband_to_the_Max	Omniscient_Reader	Castle_Swimmer	Death:_Rescheduled	My_In-Laws_are_Obsessed_with_Me	DARK_MOON:_THE_BLOOD_ALTAR	Villain_to_Kill	The_Kiss_Bet	Like_Wind_on_a_Dry_Branch	Return_to_Player	The_Advanced_Player_of_the_Tutorial_Tower	Lore_Olympus	The_World_After_the_Fall	Batman:_Wayne_Family_Adventures	unOrdinary
Phase	Marry_My_Husband	Blood_Reverie	Unlovable_Replacement	Trash_Belongs_in_the_Trash_Can!	To_The_Stars_and_Back	Sixth_Sense_Kiss	Reunion	Maybe_Meant_to_Be	Eaternal_Nocturnal	Jackson's_Diary	Be_My_Villain	My_Gently_Raised_Beast	My_S-Class_Hunters	The_RUNWAY	LUMINE	Down_To_Earth	Operation:_True_Love	+99_Reinforced_Wooden_Stick	Homesick	Boyfriends.	The_Lazy_Lord_Masters_the_Sword	The_God_of_High_School	For_My_Derelict_Favorite	Omniscient_Reader	Nice_To_Meet_You	Suitor_Armor	Love_Me_to_Death	True_Beauty	Death:_Rescheduled	Castle_Swimmer	Eleceed	DARK_MOON:_THE_BLOOD_ALTAR	Not_Even_Bones	Villain_to_Kill	High_Class_Homos	Leveling_Up_My_Husband_to_the_Max	The_First_Night_With_the_Duke	Everything_is_Fine	1HP_Club	My_In-Laws_are_Obsessed_with_Me	Return_to_Player	Like_Wind_on_a_Dry_Branch	The_Kiss_Bet	The_Advanced_Player_of_the_Tutorial_Tower	The_World_After_the_Fall	Lore_Olympus	unOrdinary	Batman:_Wayne_Family_Adventures
Return_to_Player	+99_Reinforced_Wooden_Stick	Omniscient_Reader	The_Advanced_Player_of_the_Tutorial_Tower	My_S-Class_Hunters	The_World_After_the_Fall	The_God_of_High_School	The_Lazy_Lord_Masters_the_Sword	Castle_Swimmer	Blood_Reverie	Death:_Rescheduled	Homesick	For_My_Derelict_Favorite	Suitor_Armor	Phase	Marry_My_Husband	Down_To_Earth	My_Gently_Raised_Beast	1HP_Club	Villain_to_Kill	Maybe_Meant_to_Be	Sixth_Sense_Kiss	DARK_MOON:_THE_BLOOD_ALTAR	Unlovable_Replacement	Nice_To_Meet_You	Trash_Belongs_in_the_Trash_Can!	Be_My_Villain	Not_Even_Bones	Jackson's_Diary	Leveling_Up_My_Husband_to_the_Max	Love_Me_to_Death	Reunion	Like_Wind_on_a_Dry_Branch	My_In-Laws_are_Obsessed_with_Me	Eaternal_Nocturnal	Eleceed	LUMINE	To_The_Stars_and_Back	Boyfriends.	The_First_Night_With_the_Duke	unOrdinary	Operation:_True_Love	High_Class_Homos	The_RUNWAY	True_Beauty	Everything_is_Fine	The_Kiss_Bet	Lore_Olympus	Batman:_Wayne_Family_Adventures
The_Lazy_Lord_Masters_the_Sword	The_God_of_High_School	Marry_My_Husband	Blood_Reverie	Suitor_Armor	Phase	For_My_Derelict_Favorite	+99_Reinforced_Wooden_Stick	My_Gently_Raised_Beast	Sixth_Sense_Kiss	Leveling_Up_My_Husband_to_the_Max	My_S-Class_Hunters	Omniscient_Reader	Maybe_Meant_to_Be	My_In-Laws_are_Obsessed_with_Me	To_The_Stars_and_Back	Jackson's_Diary	The_Advanced_Player_of_the_Tutorial_Tower	Unlovable_Replacement	The_First_Night_With_the_Duke	High_Class_Homos	Homesick	Eleceed	Trash_Belongs_in_the_Trash_Can!	Reunion	Castle_Swimmer	LUMINE	Not_Even_Bones	Nice_To_Meet_You	Operation:_True_Love	Down_To_Earth	Be_My_Villain	Like_Wind_on_a_Dry_Branch	Return_to_Player	Eaternal_Nocturnal	DARK_MOON:_THE_BLOOD_ALTAR	Love_Me_to_Death	Boyfriends.	Death:_Rescheduled	1HP_Club	The_RUNWAY	The_World_After_the_Fall	True_Beauty	Villain_to_Kill	Everything_is_Fine	unOrdinary	Lore_Olympus	The_Kiss_Bet	Batman:_Wayne_Family_Adventures
Nice_To_Meet_You	Blood_Reverie	Marry_My_Husband	Down_To_Earth	Unlovable_Replacement	Trash_Belongs_in_the_Trash_Can!	Phase	To_The_Stars_and_Back	Maybe_Meant_to_Be	Not_Even_Bones	Sixth_Sense_Kiss	High_Class_Homos	LUMINE	Operation:_True_Love	Homesick	Jackson's_Diary	Boyfriends.	My_Gently_Raised_Beast	Eaternal_Nocturnal	The_Lazy_Lord_Masters_the_Sword	True_Beauty	Reunion	The_RUNWAY	Suitor_Armor	Eleceed	Omniscient_Reader	Love_Me_to_Death	+99_Reinforced_Wooden_Stick	Everything_is_Fine	Be_My_Villain	Castle_Swimmer	For_My_Derelict_Favorite	My_S-Class_Hunters	1HP_Club	The_First_Night_With_the_Duke	Death:_Rescheduled	DARK_MOON:_THE_BLOOD_ALTAR	Leveling_Up_My_Husband_to_the_Max	Lore_Olympus	My_In-Laws_are_Obsessed_with_Me	The_God_of_High_School	The_Kiss_Bet	Return_to_Player	Like_Wind_on_a_Dry_Branch	The_Advanced_Player_of_the_Tutorial_Tower	Villain_to_Kill	The_World_After_the_Fall	unOrdinary	Batman:_Wayne_Family_Adventures
Everything_is_Fine	Maybe_Meant_to_Be	Down_To_Earth	Reunion	Blood_Reverie	Unlovable_Replacement	To_The_Stars_and_Back	Boyfriends.	Phase	Eaternal_Nocturnal	Marry_My_Husband	Love_Me_to_Death	Sixth_Sense_Kiss	Trash_Belongs_in_the_Trash_Can!	My_Gently_Raised_Beast	Nice_To_Meet_You	Not_Even_Bones	Jackson's_Diary	High_Class_Homos	1HP_Club	True_Beauty	Homesick	Suitor_Armor	The_First_Night_With_the_Duke	LUMINE	Be_My_Villain	+99_Reinforced_Wooden_Stick	Operation:_True_Love	Eleceed	DARK_MOON:_THE_BLOOD_ALTAR	My_S-Class_Hunters	For_My_Derelict_Favorite	The_RUNWAY	Castle_Swimmer	The_God_of_High_School	Leveling_Up_My_Husband_to_the_Max	The_Lazy_Lord_Masters_the_Sword	Omniscient_Reader	Lore_Olympus	Death:_Rescheduled	Like_Wind_on_a_Dry_Branch	My_In-Laws_are_Obsessed_with_Me	The_Kiss_Bet	Villain_to_Kill	unOrdinary	Return_to_Player	The_Advanced_Player_of_the_Tutorial_Tower	The_World_After_the_Fall	Batman:_Wayne_Family_Adventures
Love_Me_to_Death	Unlovable_Replacement	For_My_Derelict_Favorite	Suitor_Armor	Blood_Reverie	Reunion	Marry_My_Husband	Phase	Trash_Belongs_in_the_Trash_Can!	My_Gently_Raised_Beast	Sixth_Sense_Kiss	The_First_Night_With_the_Duke	Homesick	My_In-Laws_are_Obsessed_with_Me	Leveling_Up_My_Husband_to_the_Max	High_Class_Homos	Eaternal_Nocturnal	Maybe_Meant_to_Be	The_RUNWAY	To_The_Stars_and_Back	Like_Wind_on_a_Dry_Branch	Not_Even_Bones	Omniscient_Reader	Down_To_Earth	Operation:_True_Love	LUMINE	Boyfriends.	Nice_To_Meet_You	Everything_is_Fine	Castle_Swimmer	My_S-Class_Hunters	Be_My_Villain	Death:_Rescheduled	The_Kiss_Bet	The_Lazy_Lord_Masters_the_Sword	Jackson's_Diary	+99_Reinforced_Wooden_Stick	The_God_of_High_School	DARK_MOON:_THE_BLOOD_ALTAR	1HP_Club	Villain_to_Kill	True_Beauty	Return_to_Player	Eleceed	Lore_Olympus	The_World_After_the_Fall	The_Advanced_Player_of_the_Tutorial_Tower	unOrdinary	Batman:_Wayne_Family_Adventures
Leveling_Up_My_Husband_to_the_Max	My_In-Laws_are_Obsessed_with_Me	For_My_Derelict_Favorite	The_First_Night_With_the_Duke	My_Gently_Raised_Beast	Like_Wind_on_a_Dry_Branch	Suitor_Armor	Marry_My_Husband	Blood_Reverie	The_Lazy_Lord_Masters_the_Sword	Reunion	Omniscient_Reader	Maybe_Meant_to_Be	Sixth_Sense_Kiss	Castle_Swimmer	High_Class_Homos	Phase	Trash_Belongs_in_the_Trash_Can!	Unlovable_Replacement	Not_Even_Bones	Love_Me_to_Death	My_S-Class_Hunters	The_RUNWAY	+99_Reinforced_Wooden_Stick	Jackson's_Diary	Death:_Rescheduled	Down_To_Earth	Be_My_Villain	To_The_Stars_and_Back	Homesick	LUMINE	The_World_After_the_Fall	The_God_of_High_School	Villain_to_Kill	Nice_To_Meet_You	Operation:_True_Love	DARK_MOON:_THE_BLOOD_ALTAR	The_Advanced_Player_of_the_Tutorial_Tower	Eaternal_Nocturnal	Eleceed	1HP_Club	Return_to_Player	Everything_is_Fine	Boyfriends.	True_Beauty	The_Kiss_Bet	Lore_Olympus	unOrdinary	Batman:_Wayne_Family_Adventures
Homesick	My_Gently_Raised_Beast	Phase	Death:_Rescheduled	Unlovable_Replacement	Be_My_Villain	Marry_My_Husband	+99_Reinforced_Wooden_Stick	For_My_Derelict_Favorite	Eaternal_Nocturnal	My_S-Class_Hunters	Villain_to_Kill	The_God_of_High_School	Omniscient_Reader	Castle_Swimmer	To_The_Stars_and_Back	Not_Even_Bones	Jackson's_Diary	1HP_Club	Trash_Belongs_in_the_Trash_Can!	Suitor_Armor	Blood_Reverie	DARK_MOON:_THE_BLOOD_ALTAR	Reunion	LUMINE	Maybe_Meant_to_Be	Love_Me_to_Death	Eleceed	Nice_To_Meet_You	The_Lazy_Lord_Masters_the_Sword	Down_To_Earth	Operation:_True_Love	My_In-Laws_are_Obsessed_with_Me	Sixth_Sense_Kiss	Leveling_Up_My_Husband_to_the_Max	The_First_Night_With_the_Duke	Return_to_Player	High_Class_Homos	Everything_is_Fine	Boyfriends.	True_Beauty	The_RUNWAY	Like_Wind_on_a_Dry_Branch	The_World_After_the_Fall	The_Advanced_Player_of_the_Tutorial_Tower	The_Kiss_Bet	Lore_Olympus	unOrdinary	Batman:_Wayne_Family_Adventures
